Profile,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
,Gaeun,Cho Kaeun,조가은,가은,1992-07-28,,South Korea,,0,0,Changwon,,Dal Shabet,F,,,
https://dbkpop.com/idol/hyeyeon-gugudan/,Hyeyeon,Cho Hyeyeon,조혜연,혜연,2000-08-05,,South Korea,,0,0,,Gugudan Oguogu,Gugudan,F,,,
,Surin,Kim Surin,김수린,수린,1991-12-27,Two X,South Korea,,0,0,,,,F,,,
,Sihyun,Park Sihyun,박시현,시현,1986-11-29,SPICA,South Korea,,0,0,,SPICA-S,SPICA,F,,,
,Sua,Yang Sua,양수아,수아,1995-03-24,Hashtag,South Korea,,169,0,Gwangju,,,F,,,
,Sheon,Kim Suyeon,김수연,션,2003-01-28,Billlie,South Korea,,162,0,,,,F,,,
,Seungmin,Lee Seungmin,이승민,승민,1996-02-03,Hashtag,South Korea,,162,0,,,,F,,,
,Jinju,Park Jinju,박진주,진주,1990-04-28,,South Korea,,0,0,,,Wassup,F,,,
,Yeah,Kim Haeun,김하은,예아,1999-10-09,,South Korea,,0,0,Gongju,,"Good Day, Cignature",F,,,
https://dbkpop.com/idol/yuna-brave-girls/,Yuna,Lee Yuna,이유나,유나,1993-04-06,Brave Girls,South Korea,,0,0,Seoul,,,F,,,
,Eunjin,Moon Eunjin,문은진,은진,1998-11-05,Highteen,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/eunice-dia/,Eunice,Heo Sooyeon,허수연,유니스,1991-09-02,DIA,South Korea,,166,49,Busan,,,F,,,
,Lee Suhyun,Lee Suhyun,이수현,이수현,1996-11-05,I.B.I,South Korea,,167,50,Ansan,,,F,,,
https://dbkpop.com/idol/bomi-apink/,Bomi,Yoon Bomi,윤보미,보미,1993-08-13,Apink,South Korea,,163,0,Suwon,,,F,,,
,Chaesol,Maeng Chaesol,맹채솔,채솔,1998-07-14,Cignature,South Korea,,0,0,Yeosu,,Good Day,F,,,
,Lee Soo,Jin Isoo,진이수,이수,2001-06-27,PRECIOUS,South Korea,,163,47,Incheon,,,F,,,
,Shinyoung,Park Shinyoung,박신영,신영,2000-03-19,G-reyish,South Korea,,0,0,,,,F,,,
,Rona,Chang Ching,장찡,로나,2002-06-05,ILY:1,Taiwan,,165,0,Taipei,,,F,,,
https://dbkpop.com/idol/shin-jiyoon-weeekly/,Jiyoon,Shin Jiyoon,신지윤,지윤,2002-03-02,Weeekly,South Korea,,0,0,,,,F,"Lead Vocal, Lead Dancer",,
,Hyejin,Kang Hyejin,강혜진,혜진,2000-07-13,CRAXY,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/haeyoon-cherry-bullet/,Haeyoon,Park Haeyoon,박해윤,해윤,1996-01-10,Cherry Bullet,South Korea,,157,43,,,,F,,,
https://dbkpop.com/idol/ryujin-itzy/,Ryujin,Shin Ryujin,신류진,류진,2001-04-17,ITZY,South Korea,,0,0,,,,F,,,
,Nari,Kim Nari,김나리,나리,1992-10-05,Wassup,South Korea,,0,0,,,,F,,,
,Hyeran,Noh Hyeran,노혜란,혜란,1993-04-09,,South Korea,,0,0,,,Brave Girls,F,,https:/www.instagram.com/hrannnoh,
,Yujeong,Lee Yujeong,이유정,유정,2004-06-14,LIGHTSUM,South Korea,,160,41,,,,F,,,
https://dbkpop.com/idol/taeyeon-girls-generation/,Taeyeon,Kim Taeyeon,김태연 ,태연 ,1989-03-09,SNSD,South Korea,,160,44,Jeonju,"TTS, Oh!GG",,F,"Leader, Main Vocalist",https:/www.instagram.com/taeyeon_ss,
,Monika,Kang Yeh,강예,모니카,1991-05-21,BADKIZ,South Korea,,0,0,Seoul,,,F,,https:/www.instagram.com/maygirl_nika,
,Eunyoung,Joo Eunyoung,주은영,은영,1992-06-12,Two X,South Korea,,0,0,,,,F,,,
,Youngeun,Seo Youngeun,서영은,영은,2004-12-27,Kep1er,South Korea,,159,0,,,,F,,,
https://dbkpop.com/idol/wendy-red-velvet/,Wendy,Son Seunghwan,손승완,웬디,1994-02-21,Red Velvet,South Korea,,160,0,Seoul,,,F,,,
,Minseo,Park Minseo,박민서,민서,2003-03-21,Saturday,South Korea,,163,45,,,,F,,,
,Jiae,Kim Jiae,김지애,지애,1995-10-31,Wassup,South Korea,,0,0,,,,F,,,
,SongSun,Kim Songsun,김송선,송선,1997-03-22,TRI.BE,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/yuju-cherry-bullet/,Yuju,Choi Yuju,최유주,유주,1997-03-05,Cherry Bullet,South Korea,,0,0,,,,F,,,
,Seoryoung,Lee Seoryung,이서령,서령,2000-01-26,GWSN,South Korea,,0,0,,,,F,,,
,Moko,Sakura Moko,사쿠라 모코,모코,1991-03-19,Honey Popcorn,Japan,,0,0,,,,F,,,
https://dbkpop.com/idol/boram/,Boram,Jeon Boram,전보람,보람,1986-03-22,,South Korea,,155,45,Seoul,,T-ara,F,,https:/www.instagram.com/bo_ram_0322,
,Mia,Son Hyunmi,손현미,미아,1997-12-31,MIXX,South Korea,,174,0,,,,F,,,
https://dbkpop.com/idol/mina-twice/,Mina,Myoui Mina,묘이 미나, 미나,1997-03-24,Twice,Japan,,163,0,San Antonio,,,F,,,
,Goeun,Na Goeun,나고은 ,고은 ,1999-09-03,Purple Kiss,South Korea,,160,44,,,,F,,,
https://dbkpop.com/idol/minhee-stellar/,Minhee,Joo Minhee,주민희,민희,1993-01-03,Stellar,South Korea,,0,0,Seoul,,,F,,,
,Sika,Ren Shika,렌 시카,시카,1995-08-22,FANATICS,China,,165,0,,,,F,,,
,Narin,Lee Narin,이나린,나린,2001-10-29,Bling Bling,South Korea,,0,0,,,,F,,,
,Chaerin,Park Chaerin,박채린,채린,2003-03-31,ICHILLIN',South Korea,,0,0,,,,F,,,
,Taera,Lee Yujin,이유진,태라,1994-04-12,Gate9,South Korea,,161,0,Incheon,,,F,,https://www.instagram.com/taera9nine/,
,Ria,Kuwayama Ria,쿠와야마 리아,리아,1998-02-03,BOTOPASS,Japan,,0,0,,,,F,,,
,Belle,Jin Hyeonjoo,진현주,벨,2001-11-03,Cignature,South Korea,,0,0,Goyang,,Good Day,F,,,
,Dakyung,Jung Dakyung,정다경,다경,2001-07-23,Hi-L,South Korea,,0,0,,,,F,,,
,Yoojin,Jang Yoojin,정유진,유진,1992-09-14,,South Korea,,0,0,,,Brave Girls,F,,https:/www.instagram.com/yoojinbabe,
https://dbkpop.com/idol/yooa/,Yooa,Yoo Siah,유시아,유아,1995-09-17,Oh My Girl,South Korea,,160,50,Seoul,,,F,,,
https://dbkpop.com/idol/jiu-dream-catcher/,Jiu,Kim Minji,김민지,지유,1994-05-17,Dreamcatcher,South Korea,,167,0,Daejeon,,Minx,F,Leader,,
,Han Hyeri,Han Hyeri,한혜리,한혜리,1997-08-24,I.B.I,South Korea,,159,42,Gwangmyeong,,,F,,https:/www.instagram.com/soh_eee,
,Loha,Kang Yejin,강예진,로하,2001-12-27,Nature,South Korea,,171,0,,,,F,,,
https://dbkpop.com/idol/minjoo-izone/,Minjoo,Kim Minjoo,김민주,민주,2001-02-05,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
,Soyul,Park Hyekyeong,박혜경,소율,1991-05-15,Crayon Pop,South Korea,,160,0,Seoul,,,F,,,
,Hayun,Choi Hayun,최하윤,하윤,2004-01-16,Hi-L,South Korea,,0,0,Seoul,,,F,,,
,Dain,Jung Dain,정다인,다인,2004-12-15,HOT ISSUE,South Korea,,0,0,,,,F,,,
,Hyeji,Jeong Hyeji,정혜지,혜지,1992-04-02,4TEN,South Korea,,0,0,Seoul,,,F,,,
,AleXa,Kim Seri,김세리,알렉사,1996-12-06,,USA,,0,0,,,,F,,,
https://dbkpop.com/idol/hyejeong-aoa/,Hyejeong,Shin Hyejeong,신혜정 ,혜정 ,1993-08-10,AoA,South Korea,,170,48,Seoul,,,F,,https:/www.instagram.com/dongdong810,
https://dbkpop.com/idol/eunji-brave-girls/,Eunji,Hong Eunji,홍은지,은지,1992-07-19,Brave Girls,South Korea,,0,0,Seoul,,,F,,,
,Ari,Hwang Nayoon,황나윤,아리,1999-03-30,RedSquare,South Korea,,0,0,Seoul,,Good Day,F,Vocalist,,
,Kyungri,Park Kyungri,박경리,경리,1990-07-05,9Muses,South Korea,,170,50,Busan,9MUSES A,,F,,https:/www.instagram.com/gyeongree,
https://dbkpop.com/idol/yeri-red-velvet/,Yeri,Kim Yerim,김예림,예리,1999-03-05,Red Velvet,South Korea,,158,0,Seoul,,,F,,,
,Ari,Kim Sunyoung,김선영,아리,1994-10-23,Tahiti,South Korea,,0,0,Daegu,,,F,,,
https://dbkpop.com/idol/dami-dream-catcher/,Dami,Lee Yoobin,이유빈,다미,1997-03-07,Dreamcatcher,South Korea,,163,0,Seoul,,Minx,F,,,
https://dbkpop.com/idol/mei-qi-wjsn/,Meiqi,Meng Meiqi,멍메이치,미기,1998-10-15,Cosmic Girls,China,,164,0,Luoyang,,,F,,,
,Chaea,Kim Chaeyoung,김채영,체리,1997-07-05,RedSquare,South Korea,,0,0,Gunsan,,Good Day,F,"Vocalist, Main Dancer",,
,Yubin,Kim Yubin,김유빈,유빈,2002-02-27,Bling Bling,South Korea,,166,47,,,,F,,,
https://dbkpop.com/idol/soobin-wjsn/,Soobin,Park Soobin,박수빈,수빈,1996-09-14,Cosmic Girls,South Korea,,159,0,Seoul,WJSN Chocome,,F,,,
,Sumin,Park Sumin,박수민,수민,2001-09-09,Dreamnote,South Korea,,166,46,,,,F,,,
https://dbkpop.com/idol/sihyeon-everglow/,Sihyeon,Kim Sihyeon,김시현,시현,1999-08-05,Everglow,South Korea,,168,51,,,,F,,,
,Yeonjoo,Song Yeonjoo,정연주,연주,1997-06-26,P.O.P,South Korea,,0,0,Ansan,,,F,,,
https://dbkpop.com/idol/miyeon-gi-dle/,Miyeon,Jo Miyeon,조미연,미연,1997-01-31,(G)I-DLE,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/yujin-izone/,Yujin,Ahn Yujin,안유진,유진,2003-09-01,IVE,South Korea,,0,0,Cheongju,,IZ*ONE,F,,,
,Giru,Park Giru,박기루,기루,1991-08-14,Blady,South Korea,,0,0,Incheon,,,F,,https:/www.instagram.com/giru_p,
,Sea,Kim Sujeong,김수정,세아,1999-12-05,Highteen,South Korea,,0,0,,,,F,,,
,Fei,Wang FeiFei,왕페이페이 ,페이 ,1987-04-27,miss A,China,,165,0,Haikou,,,F,,https:/www.instagram.com/ff0427,
,Haeryeong,Na Haeryeong,나해령,해령,1994-11-11,BESTie,South Korea,,0,0,,,,F,,https:/www.instagram.com/bestie_hr,
,Yujin,Jeong Yujin,정유진,유진,1989-10-23,S#aFLA,South Korea,,0,0,,,D-Unit,F,,,
,Arang,Park Yerim,박예림,아랑,2001-01-22,Pink Fantasy,South Korea,,167,49,,,,F,,,
,Chaehyun,Kim Chaehyun,김채현,채현,2002-04-26,Kep1er,South Korea,,160,0,,,,F,,,
,Minha,Park Minha,박민하 ,민하 ,1991-06-27,,South Korea,,172,47,Seoul,,9Muses,F,,https:/www.instagram.com/blossomh_,
https://dbkpop.com/idol/lisa-blackpink/,Lisa,Pranpriya Manoban,쁘란쁘리야 마노반,리사,1997-03-27,BLACKPINK,Thailand,,170,46,Bangkok,,,F,,,
https://dbkpop.com/idol/yeji-itzy/,Yeji,Hwang Yeji,황예지,예지,2000-05-26,ITZY,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/haein-laboum/,Haein,Yeom Haein,염해인,해인,1995-05-19,LABOUM,South Korea,,162,45,Ojeonggu,,,F,Lead Dancer,,
,Satbyeol,Jeon Yujin,전유진,샛별,2001-02-27,Pixy,South Korea,,165,0,,,Girls Alert,F,,,
,Suyun,Kim Suyun,김수윤,수윤,2001-03-17,Rocket Punch,South Korea,,169,52,,,,F,,,
https://dbkpop.com/idol/jane-momoland/,Jane,Sung Jiyeon,성지연,제인,1997-12-20,MOMOLAND,South Korea,,167,46,Changwon,,,F,,,
https://dbkpop.com/idol/hayoon-bonus-baby/,Hayoon,Jung Hayoon,정하윤,하윤,1998-11-21,Bonus Baby,South Korea,,163,0,,,MyB,F,,,
,Yena,Jeong Yena,정예나,예나,2000-04-10,G-reyish,South Korea,,0,0,,,,F,,,
,Seoi,Lee Yejin,이예진,서이,2000-02-12,H1-KEY,South Korea,,169,0,,,,F,,,
,Saebom,Kim Seyoung,김세영,새봄,1995-01-13,Favorite,South Korea,,0,0,Gwacheon,,,F,,,
,Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,민트,1994-06-23,Tiny-G,Thailand,,150,42,,,,F,,,
https://dbkpop.com/idol/jisoo-blackpink/,Jisoo,Kim Jisoo,김지수,지수,1995-01-03,BLACKPINK,South Korea,,162,45,Seoul,,,F,,,
,Dayun,Kim Dayun,김다윤,다윤,2000-11-20,Bonus Baby,South Korea,,164,0,,,,F,,,
https://dbkpop.com/idol/yujeong-brave-girls/,Yujeong,Nam Yujeong,남유정,유정,1991-05-02,Brave Girls,South Korea,,0,0,Seoul,,,F,,,
https://dbkpop.com/idol/kyulkyung-pristin,Kyulkyung,Zhou Jieqiong,저우제충,결경,1998-12-16,Pristin,China,,167,49,Taizhou,"I.O.I, Pristin V",,F,,,
,Henny,Kang Gayoung,강가영,헤니,1994-12-01,,South Korea,,168,50,,,MIXX,F,,,
https://dbkpop.com/idol/newsun-sonamoo/,New Sun,Choi Yoonsun,최윤선,뉴썬,1997-06-19,Sonamoo,South Korea,,172,0,,,,F,Rapper,,https:/www.twitter.com/SONAMOO_NewSun
,Bae,Bae Jinsol,배진솔,배이,2004-12-28,NMIXX,South Korea,,0,0,,,,F,,,
,Yeseul,Kim Yeseul,김예슬,예슬,2004-03-24,Hi-L,South Korea,,0,0,,,,F,,,
,Cui Xiang,Cui Xiang,최상,최상,1995-01-26,BOTOPASS,China,,0,0,,,ILUV,F,,,
https://dbkpop.com/idol/hayun-brave-girls/,Hayun,Lee Hayun,이하윤,하윤,1994-08-29,,South Korea,,0,0,Changwon,,Brave Girls,F,,https:/www.instagram.com/hayoon.y,
,Minji,Kim Minji,김민지,민지,2001-01-16,Busters,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/minyoung-brave-girls/,Minyoung,Kim Minyeong,김민영,민영,1990-09-12,Brave Girls,South Korea,,0,0,Seongnam,,,F,,,
,Gaon,Beom Gaon,범가온,가온,2001-03-09,Bonus Baby,South Korea,,163,0,,,,F,,,
,Haru,Lee Yoojeong,이유정,하루,1997-02-26,Ho1iday,South Korea,,164,0,,,MyB,F,,,
,Jian,Kim Jian,김지안,지안,2006-11-04,LIGHTSUM,South Korea,,0,0,,,,F,,,
,BIBI,Kim Hyungseo,김형서,비비,1998-09-27,,South Korea,,0,0,,,,F,,,
,Linzy,Im Minji,임민지,린지,1989-10-22,Fiestar,South Korea,,168,0,Incheon,,,F,,https:/www.instagram.com/linzy_minji,
,G.NA,Gina Jane Choi,최지나,지나,1987-09-13,,Canada,South Korea,167,0,Edmonton,,,F,,https:/www.instagram.com/missginachoi87,
,Dalyn,Lee Sohyun,이소현,달린,1999-08-27,ANS,South Korea,,0,0,,,,F,,,
,Dohee,Yoon Dohee,윤도희,도희,1999-09-24,,South Korea,,0,0,,,NeonPunch,F,,,
,JK,Kim Jikang,김지강,지강,1998-03-17,Girlkind,South Korea,,0,161,,,,F,,,
https://dbkpop.com/idol/sinb/,SinB,Hwang Eunbi,황은비 ,신비,1998-06-03,VIVIZ,South Korea,,165,0,Cheongju,,Gfriend,F,,,
,Jieun,Park Jieun,박지은,지은,1997-09-04,Purple Kiss,South Korea,,166,49,,,,F,,,
,Judy,Kim Dahye,김다혜,주디,1995-05-16,Blackswan,South Korea,,0,0,,,,F,,,
,Ahyoon,Choi Subin,최수빈,아윤,2004-10-23,BOTOPASS,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/hyojung/,Hyojung,Choi Hyojung,최효정,효정,1994-07-28,Oh My Girl,South Korea,,160,46,Yangyang,,,F,,,
,Ellin,Kim Minyoung,김민영,엘린,1990-04-02,Crayon Pop,South Korea,,165,44,Daegu,,,F,,https:/www.instagram.com/hiellin,
,Sunshine,Kim Minjung,김민정,선샤인,2002-06-20,NATURE,South Korea,,0,0,,,,F,,,
,Ririka,Kishida Ririka,키시다 리리카,리리카,2002-07-02,ILY:1,Japan,,162,0,,,,F,,,
,Gowoon,Moon Joojeong,문유정,고운,1998-12-18,Berry Good,South Korea,,167,0,,,,F,,,
https://dbkpop.com/idol/elly-weki-meki/,Elly,Jung Haerim,정해림,엘리,1998-07-20,Weki Meki,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/hyomin/,Hyomin,Park Sunyoung,박선영,효민,1989-05-30,T-ara,South Korea,,167,43,Busan,,,F,,https:/www.instagram.com/hyominnn,
,Juyeon,Lee Juyeon,이주연,주연,2001-11-06,Saturday,South Korea,,164,44,,,,F,,,
https://dbkpop.com/idol/nayun-momoland/,Nayun,Kim Nayun,김나윤,나윤,1998-07-31,MOMOLAND,South Korea,,167,48,Seoul,,,F,,,
https://dbkpop.com/idol/yoohyeon-dream-catcher/,Yoohyeon,Kim Yoohyeon,김유현,유현,1997-01-07,Dreamcatcher,South Korea,,171,0,Incheon,,Minx,F,,,
https://dbkpop.com/idol/yein-melodyday/,Yein,Ahn Yein,안예인,예인,1995-05-04,MELODYDAY,South Korea,,168,0,,,,F,Lead Vocalist,https:/www.instagram.com/yen_thankful954,
https://dbkpop.com/idol/yuna-itzy/,Yuna,Shin Yuna,신유나,유나,2003-12-09,ITZY,South Korea,,0,0,,,,F,,,
,Dabi,Park Jiwon,박지원,다비,2000-01-19,AREAL,South Korea,,0,0,,,MIDNIGHT,F,,,
,Seungah,Oh Seungah,오승아,승아,1988-09-13,Rainbow,South Korea,,167,45,Seoul,"Rainbow Blaxx, Rainbow Pixie",,F,,,
,Riina,Lee Seunghyeon,이승현,리이나,2001-02-21,H1-KEY,South Korea,,172,55,,,,F,,,
https://dbkpop.com/idol/yuqi-gi-dle/,Yuqi,Song Yuqi,송우기,우기,1999-09-23,(G)I-DLE,China,,162,48,Beijing,,,F,,,
,Woolim,Hwang Woolim,황우림,우림,1996-08-29,Playback,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/roa-pristin,Roa,Kim Minkyung,김민경,로아,1997-07-29,Hinapia,South Korea,,172,49,,Pristin V,Pristin,F,,,
https://dbkpop.com/idol/hyerim-wonder-girls/,Hyerim,Woo Hyerim,우혜림,혜림 ,1992-09-01,Wonder Girls,South Korea,,167,0,Seoul,,,F,,https:/www.instagram.com/wg_lim,
,Tsuki,Fukutomi Tsuki,후쿠토미 츠키,츠키,2002-09-21,Billlie,Japan,,0,0,,,,F,,,
,Yeju,Kim Yeju,김예주,예주,2004-02-01,ICHILLIN',South Korea,,0,0,,,,F,,,
,Jia,Meng Jia,멍지아 ,지아 ,1989-02-03,miss A,China,,166,0,Changja,,,F,,https:/www.instagram.com/mjbaby0203,
https://dbkpop.com/idol/jisun-fromis-9/,Jisun,Roh Jisun,노지선,지선,1998-11-23,fromis_9,South Korea,,0,0,Seoul,,,F,,,
,Dahye,Song Dahye,송다혜 ,다혜,1993-06-12,,South Korea,,0,0,,,"EXID, BESTie",F,,https:/www.instagram.com/dahye0612,
https://dbkpop.com/idol/chahee-melodyday/,Chahee,Park Sooyoung,박수영,차희,1996-03-24,MELODYDAY,South Korea,,167,0,,,,F,Sub Vocalist,https:/www.instagram.com/hichaheebye,
,Elva,Lee Yonghwa,이용화,엘바,2003-05-05,ILY:1,South Korea,,0,0,,,,F,,,
,Yunkyung,Seo Yunkyung,서윤경,윤경,2001-11-01,Rocket Punch,South Korea,,161,0,,,,F,,,
https://dbkpop.com/idol/seunghee-clc/,Seunghee,Oh Seunghee,오승희,승희,1995-10-10,CLC,South Korea,,163,0,Gwangju,,,F,,,
,Yellow,Kim Eunbi,김은비,노랑,1993-05-05,Pungdeng-E,South Korea,,156,0,Seoul,,,F,,,
https://dbkpop.com/idol/eunbin-clc/,Eunbin,Kwon Eunbin,권은빈,은빈,2000-01-06,CLC,South Korea,,167,48,Seoul,,,F,,,
https://dbkpop.com/idol/solar-mamamoo/,Solar,Kim Yongsun,김용선,솔라,1991-02-21,Mamamoo,South Korea,,163,43,Seoul,,,F,Leader,,
https://dbkpop.com/idol/handong-dream-catcher/,Handong,Han Dong,한동,한동,1996-03-26,Dreamcatcher,China,,0,0,Wuhan,,,F,,,
https://dbkpop.com/idol/yerin/,Yerin,Jung Yerin,정예린,예린,1996-08-19,Gfriend,South Korea,,167,0,Incheon,,,F,,,
https://dbkpop.com/idol/umji/,Umji,Kim Yewon,김예원,엄지,1998-08-19,VIVIZ,South Korea,,163,0,Incheon,,Gfriend,F,,,
https://dbkpop.com/idol/sorn-clc/,Sorn,Chonnasorn Sajakul,촌나손 사짜꾼,손,1996-11-18,CLC,Thailand,,164,0,Bangkok,,,F,,,
,Hyorin,Kim Hyojung,김효정 ,효린,1990-12-11,SISTAR,South Korea,,0,0,,SISTAR19,,F,,https:/www.instagram.com/xhyolynx,
,Soojung,Hwang Soojung,황수정,수정,2001-05-10,Hi-L,South Korea,,169,47,Yongin,,,F,,,
,Semi,Gu Semi,구세미,세미,2002-04-10,Cignature,South Korea,,166,46,,,,F,,,
,Juhyeon,Lee Juhyeon,이주현,주현,2004-04-08,LIGHTSUM,South Korea,,171,48,,,,F,,,
https://dbkpop.com/idol/chaewon-april/,Chaewon,Kim Chaewon,김채원,채원,1997-11-08,APRIL,South Korea,,0,0,Gongju,,,F,,,
,Hyeyeon,Kang Hyeyeon,강혜연,혜연,1990-12-08,BESTie,South Korea,,0,0,,,EXID,F,,https:/www.instagram.com/hyeyeon_2,
,Yuki,Lim Jiyeon,임지연,유키,2002-01-30,Saturday,South Korea,,161,44,,,,F,,,
,Haram,Kim Haram,김하람,하람,2001-01-13,Billlie,South Korea,,161,45,,,,F,,,
,Boni,Choi Euijeong,최의정,보니,1999-10-30,Dreamnote,South Korea,,160,45,,,,F,,,
https://dbkpop.com/idol/yeoreum-hello-venus,Yeoreum,Ahn Chaeyeon,안채연,여름,1996-06-04,Hello Venus,South Korea,,167,48,,,,F,,,
,May,Jeong Chaeyoung,정채영,메이,2001-07-27,,South Korea,,0,0,,,NeonPunch,F,,,
https://dbkpop.com/idol/chaeyoung-fromis-9/,Chaeyoung,Lee Chaeyoung,이채영,채영,2000-05-14,fromis_9,South Korea,,0,0,Pohang,,,F,,,
https://dbkpop.com/idol/bona-wjsn/,Bona,Kim Jiyeon,김지연,보나,1995-08-19,Cosmic Girls,South Korea,,163,0,Daegu,WJSN The Black,,F,,,
,Noeul,No Eul,노을,노을,1989-05-10,Rainbow,South Korea,,164,44,Jeonju,,,F,,,
,Gracie,Kim Gaeun,김가운,그레이시,1996-10-28,H.U.B,South Korea,,0,0,,,,F,,https://www.instagram.com/i.m_gracie/,
,Marin,Yasufuku Marin,야스후쿠 마린,마린,2001-03-17,Bling Bling,Japan,,0,0,Osaka,,,F,,,
,Moon Sua,Moon Sua,문수아,문수아,1999-09-09,Billlie,South Korea,,167,47,Cheongju,,,F,,,
,Sieun,Lee Sieun,이시은 ,시은,1993-09-19,CHECKMATE,South Korea,,163,0,,,,F,,,
https://dbkpop.com/idol/nayeon/,Nayeon,Im Nayeon,임나연,나연,1995-09-22,Twice,South Korea,,163,0,Seoul,,,F,,,
,Denise,Kim Denise,김데니스,데니스,2001-01-11,SECRET NUMBER,South Korea,USA,0,0,,,,F,,,
https://dbkpop.com/idol/bora-cherry-bullet/,Bora,Kim Bora,김보라,보라,1999-03-03,Cherry Bullet,South Korea,,0,0,,,,F,,,
,Kaeun,Lee Kaeun,이가은,가은,1994-08-20,After School,South Korea,,0,0,Seoul,,,F,,https:/www.instagram.com/realkkaaanngg,
,Yechan,Kim Yechan,김예찬,예찬,1995-11-26,Pink Fantasy,South Korea,,159,45,,,,F,,,
,Chaehyun,Kim Chaehyun,김채현,채현,1999-11-29,Bonus Baby,South Korea,,163,0,,,,F,,,
,Euaerin,Lee Hyemin,이혜민,이유애린,1988-05-03,,South Korea,,174,48,Seoul,,9Muses,F,,,
https://dbkpop.com/idol/mina-gugudan/,Mina,Kang Mina,강미나,미나,1999-12-04,Gugudan,South Korea,,162,48,Icheon,Gugudan Oguogu,I.O.I,F,,,
https://dbkpop.com/idol/j-stayc/,J,Jang Yeeun,장예은,제이,2004-12-09,STAYC,South Korea,,170,48,Daejeon,,,F,,,
,Jei,Kim Jinhee,김진희,재이,1989-09-05,Fiestar,South Korea,,162,0,Bucheon,,,F,,https:/www.instagram.com/kimjeii,
,Sehyung,Kang Sehyung,강세형,세형,1998-12-13,Berry Good,South Korea,,169,0,,,,F,,,
,Uji,Jang Yuji,정유지 ,유지 ,1991-01-02,,South Korea,,0,0,,,"EXID, BESTie",F,,https:/www.instagram.com/yudi_didi,
https://dbkpop.com/idol/haebin-gugudan/,Haebin,Han Haebin,한해빈,해빈,1995-08-16,Gugudan,South Korea,,0,0,,,,F,,,
,Hanna,Shin Jiyeon,신지연,한나,1994-02-19,MIXX,South Korea,,170,48,,,,F,Leader,,
https://dbkpop.com/idol/nancy-momoland/,Nancy,Nancy Mcdonie,낸시 맥다니,낸시 ,2000-04-13,MOMOLAND,South Korea,USA,162,45,Daegu,,,F,,,
,Kahi,Park Jiyoung,박지영,가희,1980-12-25,,South Korea,,0,0,Daegu,,After School,F,,https:/www.instagram.com/imisskahi,
,Sulli†,Choi Jinri,최진리,설리,1994-03-29,,South Korea,,0,0,Busan,,f(x),F,,,
,Xeheun,Lee Seheun,이세흔,세흔,1999-07-11,Girlkind,South Korea,,0,162,,,,F,,,
https://dbkpop.com/idol/yeoreum-wjsn/,Yeoreum,Lee Jinsook,이진숙,여름,1999-01-10,Cosmic Girls,South Korea,,161,0,Seoul,WJSN Chocome,,F,,,
https://dbkpop.com/idol/alice-hello-venus,Alice,Song Joohee,송주희,앨리스,1990-03-21,Hello Venus,South Korea,,166,47,Wonju,,,F,,https:/www.instagram.com/jh.song_alice,
,BoA,Kwon Boa,권보아,보아,1986-11-05,,South Korea,,0,0,Guri,,,F,,https:/www.instagram.com/boakwon,
,Hyunyoung,Cho Hyunyoung,조현영,현영,1991-08-11,Rainbow,South Korea,,160,41,Seoul,"Rainbow Blaxx, Rainbow Pixie",,F,,,
,Gayoon,Heo Gayoon,허가윤,가윤,1990-05-18,4minute,South Korea,,165,0,Seoul,2YOON,,F,,https:/www.instagram.com/gayoon_heo,
https://dbkpop.com/idol/jiho/,Jiho,Kim Jiho,김지호,지호,1997-04-04,Oh My Girl,South Korea,,165,49,Okcheon,,,F,,,
,Jackie,Kang Chaeyeon,강채연,재키,2001-11-17,ICHILLIN',South Korea,USA,0,0,Los Angeles,,,F,,,
https://dbkpop.com/idol/yuha-pristin,Yuha,Kang Kyungwon,강경원,유하,1997-11-05,Hinapia,South Korea,,170,50,,,Pristin,F,,,
,Bomin,Kim Bomin,김보민,보민,2001-09-24,RedSquare,South Korea,,0,0,Gwangju,,Good Day,F,Dancer,,
,Bian,Yu Jiwon,유지원,비안,2001-02-13,MAJORS,South Korea,,0,0,,,ANS,F,,,
,Raon,Lee Seoyoung,이서영,라온,2000-01-21,ANS,South Korea,,0,0,,,,F,,,
,Dahyun,Jeong Dahyun,정다현,다현,2005-04-29,Rocket Punch,South Korea,,160,0,,,,F,,,
,Hyeongseo,Myeong Hyeongseo,명형서,형서,2001-06-25,Busters,South Korea,,0,0,,,,F,,,
,Yewon,Park Yewon,박예원,예원,2004-01-11,HOT ISSUE,South Korea,,0,0,,,,F,,,
